title,text,subject,date
"After Africa trip, France's Macron breaks 50 percent popularity rating","PARIS (Reuters) - French President Emmanuel Macron s popularity rose above 50 percent for the first time since he was elected in May with people approving of the way he defends the country s interests abroad, a poll showed on Tuesday. The poll, conducted by Ifop-Fiducial for Paris Match magazine, saw the head of state s popularity jump 6 percent compared to the same survey in November.  It comes after Macron undertook a three-day tour to Africa promising a break from the past. During the trip, he was praised for his direct approach with students at a university in Burkina Faso.  The French appreciate his way of making contact with people and to speak openly even if he didn t announce anything,  said IFOP s deputy chief Frederic Dabi. Seventy-three percent of the 978 people surveyed said Macron defended the country s interests well, a 5 percent rise from November. The jump in popularity also comes at a time when the French right is more fractured than at almost any point in the modern-day Fifth Republic, leaving opposition to Macron negligible. On the negative side, 57 percent of people said they believed that Macron was not in tune with the concerns of the French. The poll, carried out between December 1-2, said that some 42 percent of people saw the far-left Insoumise party as the main opposition to Macron compared to just 22 percent for the conservative The Republicans and 21 percent for the far-right National Front. ",worldnews,"December 5, 2017 "
Loser! Jerk! Insults fly on Republican campaign trail ,"WASHINGTON (Reuters) - For months Republican presidential candidates traded insults such as “dummy,” “jerk” and “loser.” Then, party front-runner Donald Trump repeated a supporter’s description of Ted Cruz as a “pussy.” With the contest for the party’s nomination moving into South Carolina and the stakes rising, it is possible the most disparaging discourse of the Nov. 8 election campaign is yet to come.  The epithets may be characteristic of schoolyard bullies, but there is some evidence that candidates are reveling in the attention they draw. The harshest attacks elicit the biggest responses at rallies, on the Internet and on cable TV. Trump, the billionaire former reality TV star, sent a New Hampshire rally into a frenzy on Monday when he repeated the term “pussy” shouted by a person in the crowd, effectively questioning Cruz’s manliness. Trump went on to win the state’s primary the next day, ahead of the third-place Cruz by a 3-to-1 margin. “It’s one of the reasons I won. You have to be yourself,” Trump said in a television interview on NBC’s Today show. Trump later promised to clean up his foul language and to be more presidential.   History suggests the language could turn even more coarse in the run-up to next Saturday’s Republican nominating contest in South Carolina. It was there that U.S. Senator John McCain of Arizona was accused in 2000 of fathering an illegitimate African-American child, and former Massachusetts Governor Mitt Romney in 2008 of supporting polygamy.  “These adults are acting like elementary children,”  Leslie McRobbie, a former fifth-grade schoolteacher from New Hampshire, said of this year’s Republican contenders.   President Barack Obama, a Democrat, this week spoke of the snark that characterized a Republican race of the past when he recalled that Ronald Reagan was described by rivals as an “unshapely man” and a “yahoo” before his election as president in 1980. Coming off the first nominating contests in Iowa and New Hampshire, the seven remaining candidates for the Republican nomination are under pressure either to break away from the crowd or prevent others from doing so.  Insults can foster that. Former Florida Governor Jeb Bush, mocked more than once by Trump as a “low-energy” candidate, has since retaliated by tweeting that Trump was “not just a loser,” but also a “liar and a whiner.” The put-down was re-tweeted nearly 3,000 times and “liked” by more than 4,000 users.   Cruz, responding to Trump’s decision to skip a Fox News-hosted Republican debate, branded his rival “Ducking Donald” and sponsored a special edition filter on picture-sharing app Snapchat that featured a blond-haired duck with an exaggerated pout meant to represent the real-estate mogul. “When we create so much of the modern campaign around the characters that are running, and not on the subjects, the natural byproduct of that is calling people names,” said political scientist Michael Artime. Artime said that while bickering and name-calling have always existed in elections, this cycle has seen a notable uptick in the negative. “In the past, if somebody would’ve said what Trump said the other night, that would have been a very damaging thing to their campaign,” Artime said. “The kind of politics we get is kind of the politics we deserve,” he said.  While many have gleefully or indifferently watched as candidates hurled barb after barb, others have condemned it. “Bullying can be highly instrumental and used for social climbing,” said Bob Faris, associate professor of sociology at University of California-Davis, who studies aggressive behavior in adolescents. “And it works,” he said, “provided that kids target the right kids.” For Trump, perhaps the most blustery of the candidates, the target is constantly changing, his numbers remaining constant in the opinion polls while he assails rivals for being “stupid,” “weak” and “pathetic.” “He does look like a bully,” Faris said. “Donald is a whole new development. I can’t think of a candidate like him.” Presidential historian Mike Purdy, however, cites a precedent in the late Republican President Theodore Roosevelt. “Roosevelt loved more than anything else to be the center of attention, and he had a huge, huge ego,” Purdy said. “They both have a certain amount of ego. They both have trouble controlling their mouths,” Purdy said, likening Roosevelt to Trump. Purdy said Roosevelt called his onetime ally William Howard Taft a “fathead” during the 1912 presidential campaign, and went on to say then-rival Taft, seeking re-election at the time, had the “brains of a guinea pig.” Neither won the race. Purdy noted the attacks also came at the expense of substantive political discourse.  “They’re incredibly personal attacks, and they’re not just attacks just on somebody’s position, they’re attacks about personal characteristics,” he said. “That is part of the civility I think we need to recapture.” On Friday, Trump suggested he agreed. “I do this for effect,” Trump said of his foul language in an interview with WOR Radio in New York. “As we get closer, you will be shocked at how presidential I will be. You will be very proud of me.”  (Editing by Richard Valdmanis and Howard Goller) SAP is the sponsor of this content. It was independently created by Reuters’ editorial staff and funded in part by SAP, which otherwise has no role in this coverage.",politicsNews,"February 13, 2016 "
Trump presidency could cost U.S. economy $1 trillion: Oxford Economics,"LONDON (Reuters) - The U.S. economy could be $1 trillion smaller than otherwise expected in 2021 if Republican candidate Donald Trump wins the presidential election in November, economics research firm Oxford Economics said on Tuesday. While the firm said Trump’s policies - including more protectionist trade measures, tax cuts and mass deportation of illegal immigrants - may be watered down in negotiations with Congress, they could have “adverse” consequences.  “Should Mr. Trump prove more successful in achieving adoption of his policies, the consequences could be far-reaching – knocking 5 percent off the level of U.S. GDP relative to baseline and undermining the anticipated recovery in global growth,” it said. Oxford Economics describes itself as an independent global advisory firm. It is headquartered in Oxford, England, but has offices around the world, including in Chicago, Miami, Philadelphia, San Francisco and Washington. The Trump campaign did not immediately respond to a request for comment on the research. At a campaign event in Clive, Iowa, on Tuesday, however, Trump reasserted that he would grow the U.S. economy.  He vowed to revive the country’s manufacturing sector by preventing U.S. companies such as Apple Inc from making products overseas, renegotiating global trade accords and slashing federal taxes and regulations. “We’re going to provide opportunity, prosperity and security for all Americans,” Trump said. Under its baseline scenario, Oxford Economics expects U.S.  gross domestic product, the value of all goods and services produced in the economy, to grow at a fairly constant rate of around 2 percent from 2017, reaching $18.5 trillion in 2021. But if Trump is elected and succeeds in implementing his policies, it predicts growth would slow significantly, falling near zero in 2019, and reducing overall GDP to $17.5 trillion.  Oxford Economics said its baseline scenario assumes Trump’s Democratic opponent Hillary Clinton triumphs in the Nov. 8 vote and a split Congress emerges - between a Republican U.S. House of Representatives and a Democratic U.S. Senate - which results largely in a continuation of current policies. Trump would face challenges winning the backing of Congress for all his policies, and some economists argue that looser tax policy could actually help boost economic growth. The latest opinion polls show Clinton, the former secretary of state, ahead, but her lead has slipped in recent weeks. ",politicsNews,"September 13, 2016 "
"Factbox: Trump on Twitter (September 18) - CIA, U.N., Macron, Netanyahu","The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Happy 70th Birthday @USAirForce!  [0914 EDT] - Happy 70th Birthday @CIA!  [0916 EDT] - We commend SG @AntonioGuterres & his call for the UN to focus more on people & less on bureaucracy. #USAatUNGA #UNGA 45.wh.gov/K2mggs  [1236 EDT] - Looking forward to meeting with Prime Minister @Netanyahu shortly. Peace in the Middle East would be a truly great legacy for ALL people!  [1257 EDT]  - Such an honor to have my good friend, Israel PM @Netanyahu, join us w/ his delegation in NYC this afternoon. #UNGA 45.wh.gov/Israel [1931 EDT]  - It was a great honor to be with President @EmmanuelMacron of France this afternoon with his delegation. Great bilateral meeting! #UNGA [2301 EDT] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",worldnews,"September 19, 2017 "
U.S. small businesses to lobby Congress to oppose border tax,"WASHINGTON (Reuters) - About 60 small business owners and a representative from retailer Big Lots will hold meetings with members of Congress this week in an effort to oppose a proposed ‘border adjustment tax’, organizers said. Retailers led by large stores including Target, Best Buy and Autozone are trying to get Republicans to abandon the tax as a piece of any sweeping tax reform. The measure would impose a tax on imports while favoring domestic production.  The meetings, which will begin on Tuesday and conclude on Thursday, will include lawmakers and staff from several states including Arizona, Indiana, Ohio and Pennsylvania, focusing on districts represented by members who have not taken a position on the tax or sit on the Ways and  Means Committee. They hope to convince them to oppose the tax. The meetings are the latest effort by retailers to lobby lawmakers to not support a tax they say would increase consumer prices for imported goods. U.S. House Speaker Paul Ryan has remained a driving force behind the border tax proposal, arguing that economic forces will keep the tax from raising consumer prices. The future of the tax remains shaky. President Donald Trump has refused to endorse it and many Republicans in the House and Senate are opposed. Furthermore, the effort to pass tax reform has stalled. Marc Short, the White House director of legislative affairs, said on Monday in a briefing with reporters that tax rate cuts remained a priority, a signal that sweeping tax reform could be dropped in favor of just reducing tax levels. But Joshua Baca, a spokesman for the coalition opposing the tax called Americans for Affordable Products, said they will continue to fight against it. “The fight is not done. The people who control the process are still very much in favor of the border adjustment tax,” Baca said. Emmett Kelly owns a gun store in Conroe, Texas, in the congressional district of Ways and Means Committee Chairman Kevin Brady, an advocate for the tax. Kelly will travel to Washington to argue tax would be devastating for gun retailers, noting that he imports about 80 percent of his inventory. “Everybody that I’ve talked to has shuddered when they heard what this border adjustment tax is going to cost,” he said. Peter Sides, owner of the Robert M. Sides Family Music Centers which has five locations in Pennsylvania and New York, said 95 percent of the instruments and accessories sold in his store are imported. A price increase will hit his more frequent customers hardest - families with children with a budding interest in music.  “It all adds up – and it’s not just what happens to us, you’re asking a family to take on the chin a 15-20 percent across-the-board expense increase for anything that’s imported,” Sides said. ",politicsNews,"June 6, 2017 "
Algeria says Jerusalem announcement 'blatant violation' of U.N. resolutions,"TUNIS (Reuters) - Algeria is deeply concerned about a U.S. decision to recognize Jerusalem as Israel s capital, saying it was a blatant violation of U.N. Security Council resolutions, state news agency APS said on Wednesday.  Algeria learned with deep concern about the U.S administration s decision to recognize Jerusalem as capital Israel s,  APS said, quoting a foreign ministry statement. ",worldnews,"December 6, 2017 "
Saudi detains four current ministers in anti-corruption campaign,"KHOBAR, Saudi Arabia (Reuters) - Saudi Arabia has detained four current ministers as part of its anti-corruption campaign, Saudi-owned Al Arabiya TV reported on Sunday.  Arabiya said the number of detained princes had climbed to 11. It reported earlier that 10 princes and dozens of former ministers had been detained through a new anti-corruption committee, headed by Crown Prince Mohammed bin Salman, which was formed by royal decree on Saturday. ",worldnews,"November 4, 2017 "
EU's Verhofstadt pokes fun at British PM May but says a Brexit deal can be done,"LONDON (Reuters) - The lead Brexit negotiator for the European Parliament poked fun at British Prime Minister Theresa May on Thursday, quipping that she gave her Brexit speech in Florence because she was familiar with the city s 15th century politics of betrayal. In a speech to students at the London School of Economics, Guy Verhofstadt said Brexit was negative and a waste of time and energy, though he also said Britain s decision to leave the bloc was a failure for the European Union.  I think she chose Florence because Florentine politics in the 15th century made her feel at home,  Verhofstadt said with a smile.  Backstabbing, betrayal, noble families fighting for power... It is an environment that she recognized fairly well.  He said the one positive outcome of Brexit was that the mood in the EU had reversed since Britain s vote to leave in June 2016 and that now many EU citizens did not want to destroy the Union. After May formally notified the EU in March of Britain s intention to leave the EU, the two sides have about a year left to negotiate the terms of the divorce and the outlines of the future relationship before it is due to leave in March 2019.  Both sides need an agreement to keep trade flowing between the world s biggest trading bloc and the fifth largest global economy, though some chief executives and diplomats fear what they term a disorderly Brexit without a deal. May had hoped that a speech she made in Florence on Friday would unblock the three-month-old talks and pave the way for the EU to open discussions on a post-Brexit free trade deal.  The EU and Britain made progress in the latest round of divorce talks, but not enough to move to the next phase of discussions on a transition period after Brexit or a future trade deal, top negotiators said on Thursday. When Verhofstadt was asked whether he thought a deal could ultimately be done on Brexit, he said:  That s the assumption that I have and it is towards that that we work.   And that a withdrawal agreement be done in March 2019 means that there has to be an agreement in fact in October or November because then the agreement will go to the European Parliament and we need four or five months,  he said.  After what he termed the  failure  of Brexit, Verhofstadt said the EU needed a major overhaul to give the euro zone a government with its own fiscal capacity and its own treasury and finance minister.  We need a management or government of this euro zone with a fiscal capacity, that is in my view the most important. And with a fiscal capacity, normally, you can also give out loans,  he said, adding that some type of euro securities could be issued at some point in the future. ",worldnews,"September 28, 2017 "
Trial over 'Love Parade' deaths begins in Germany,"BERLIN (Reuters) - Ten people went on trial in Germany on Friday for alleged  failures in planning the  Love Parade  music festival in 2010 when 21 people were killed and more than 650 injured in a  stampede. Prosecutors have charged the defendants, four employees of the company that planned the event in the industrial city of Duisburg and six from the local authority, with negligent manslaughter and bodily harm. The defendants have denied wrongdoing in the disaster. Eight foreigners   from Spain, Bosnia, the Netherlands, Australia, Italy and China   were among those killed on July 24, 2010, when panic broke out in a packed underpass that was the only entrance route to the venue for the techno music festival. The trial has been moved to a congress center in the nearby city of Duesseldorf as the court rooms in Duisburg were too small for what is expected to be one of the biggest trials in postwar Germany, with dozens of lawyers and plaintiffs. The trial is expected to take until at least the end of next year. But there is a ticking clock on proceedings as the statute of limitations runs out in July 2020.  ",worldnews,"December 8, 2017 "
Senate intelligence panel requests Trump campaign documents: Washington Post,"WASHINGTON (Reuters) - The Senate Intelligence Committee, investigating Russian meddling in U.S. 2016 election, has asked President Donald Trump’s political organization to hand over all documents going back the campaign’s launch in June 2015, the Washington Post reported on Friday, citing two people briefed on the request.  The letter from the Senate panel seeking all documents, emails and telephone records arrived at Trump’s campaign committee last week and was addressed to its treasurer, the Post said. This marked the first time the Trump campaign organization has been drawn into the bipartisan committee’s investigation into Russian interference in the presidential election, it said. Dozens of former campaign staffers are expected to be contacted soon to ensure they are aware of the request, the Post said, citing the two people. The letter was signed by Republican Senator Richard Burr, the committee’s chairman, and Senator Mark Warner, its top Democrat, according to the Post, which said representatives for Burr and Warner declined to comment. The Senate panel’s investigation is among several in Congress into Russian interference in the election, and is separate from a probe into the matter being led by a special counsel appointed last week by the Justice Department, former Federal Bureau of Investigation Director Robert Mueller. Trump’s campaign committee, based at Trump Tower in New York, is now led by Michael Glassner, a former deputy campaign manager, and John Pence, a nephew of Vice President Mike Pence, the Post said. Glassner did not immediately respond to a request for comment and a White House representative had no immediate comment, the Post said. Trump’s administration has been dogged by concerns about its ties to Russia and questions over whether Trump associates may have cooperated with Russians as they sought to meddle in last year’s election on Trump’s behalf. U.S. intelligence agencies concluded in January that Moscow tried to sway the November vote in Trump’s favor. Russia has denied involvement, and Trump has denied any collusion between his campaign and Russia. Controversy has engulfed Trump since he fired FBI Director James Comey on May 9 as Comey oversaw an investigation into possible collusion between his presidential campaign and Russia. ",politicsNews,"May 26, 2017 "
"Trump says 'his decision' to fire FBI chief, calls him 'showboat': NBC interview","WASHINGTON (Reuters) - President Donald Trump on Thursday called James Comey, the FBI chief he fired, a “showboat” and “grandstander” and said in a NBC-TV interview he would have dismissed him even if officials at the Justice Department had not recommended it. “He’s a showboat. He’s a grandstander. The FBI has been in turmoil,” Trump told NBC in his first interview since his abrupt firing on Tuesday of Comey, who was leading an investigation into possible Russian meddling in the 2016 U.S. presidential election and possible collusion between Trump campaign officials and Moscow. “I was going to fire Comey. My decision,” Trump said. “I was going to fire regardless of recommendation.” ",politicsNews,"May 11, 2017 "
EU's Barnier says wants proposal from May on EU citizens' rights in Britain,"ROME (Reuters) - British Prime Minister Theresa May should make a proposal over what legal rights European Union citizens will have in Britain after it leaves the bloc, the EU s chief Brexit negotiator Michel Barnier said on Thursday. Barnier was addressing the Italian parliament ahead of a speech by May in Florence on Friday when she is expected to explain her vision of Britain s future relationship with the EU.  I am waiting for a proposal on the legal rights of EU citizens in Britain,  said Barnier, who was speaking in French through an Italian translator. He added that the issue of financial compensation between Britain and the EU was outside the terms of the main Brexit negotiations. ",worldnews,"September 21, 2017 "
U.S. intel committee subpoenas comedian in Russia election meddling probe,"(Reuters) - A New York comedian has been compelled to appear before a House Intelligence Committee investigating suspected Russian meddling in the 2016 U.S. election where he will likely face questions about acting as a go-between for Wikileaks and an ally of President Donald Trump.  Randy Credico, a political activist who hosted a radio show on New York radio, is scheduled to appear in front of the committee on Dec. 15, according to a photo of the subpoena posted on his Twitter account.  On several occasions over the last few years, Credico interviewed and met with WikiLeaks founder Julian Assange, a man believed by some U.S. officials and lawmakers to be an untrustworthy pawn of Russian President Vladimir Putin.  Assange’s group released Democratic emails during the 2016 presidential campaign that U.S. intelligence agencies say were hacked by Russia to try to tilt the election against Democratic candidate Hillary Clinton. He is regarded with distaste by many in Washington, although Trump, then the Republican candidate, supported the group’s email releases last year. Credico has also interviewed Republican political consultant Roger Stone, a longtime Trump ally, who he worked with in the past to reform New York’s drug laws, according to the New York Times.  Stone flatly denied allegations of collusion between the president’s associates and Russia during the 2016 U.S. election in a meeting with House of Representatives Intelligence Committee in September.  During his appearance in front of the committee, Stone refused to identify an “opinion journalist” who had acted as a go-between between Stone and Assange. According to Stone’s own account to Reuters, he “reluctantly” identified the journalist as Credico in written communication to the committee.  The committee has been interested in predictions that Stone made about damage the email release would have on Clinton’s campaign, the Times reported. ",politicsNews,"November 30, 2017 "
"Factbox: May's Brexit plan passes parliamentary test, more to come","LONDON (Reuters) - Legislation underpinning the government s plan to leave the European Union passed the latest stage in its journey through parliament on Wednesday, but still faces weeks of scrutiny before it becomes law. After eight days of debate, the legislation completed its  Committee Stage , where lawmakers debate the bill line by line and try to make changes to the government s proposed wording. Formally known as the European Union (Withdrawal) Bill, the legislation will now face other stages of approval in the lower house of parliament, and must then make its way through a multi-stage process in the upper house.  Both chambers must agree on the wording before it can become law. What is the bill and what does it do? The legislation serves two main functions: 1. Repealing the 1972 European Communities Act which made Britain a member of the European Communities, forerunner to the European Union. This effectively ends Britain s EU membership. 2. Transferring the existing body of EU law into British law. This is designed to provide legal certainty about the complex process of leaving.  Why is it controversial? The bill has faced criticism from opposition lawmakers, campaign groups and members of May s Conservative Party. Brexit is still divisive in Britain after a referendum in June last year, and many people, including some lawmakers, want to retain as much of the country s current EU membership as possible. Others would like to reverse the vote altogether. The most significant objections so far have focused on several different parts of the bill: 1. The power for the government to amend EU laws as they are brought onto the British statute book.  2. The extent to which parliament will be given a say on the final exit deal. 3. The government s intention to fix March 29, 2019 in law as  Exit Day . May runs a minority government, which has a slim 13-seat working majority in the 650-seat parliament thanks to a deal with a small Northern Irish party. Only seven Conservative lawmakers could be required to rebel to defeat the government. What has happened so far? The threat of rebellion has forced the government to make several concessions on its plans, including Wednesday s compromise to allow the date of Brexit to be changed in exceptional circumstances. Ministers also agreed to greater scrutiny in parliament of the process of transposing EU law. May suffered one embarrassing defeat, when 11 Conservatives sided with the opposition to successfully demand stronger guarantees that parliament will have a meaningful vote on the country s final exit agreement. Ministers fought off, or bargained their way out of other disagreements on issues like the powers government will have to change EU laws as they are transposed into British law, and the government s intention not to transfer across the EU s Charter of Fundamental Rights. The bill cleared its first parliamentary hurdle in September when, after two days of debate, lawmakers voted 326 to 290 in favor of the principles of the bill.  What happens next? The debate will continue in the lower house of parliament next year at a date which has yet to be set. This so-called  Report Stage  is a new opportunity to add amendments. Immediately after report stage, the bill is given a  Third Reading . It usually lasts an hour and is a general discussion of the bill followed by a vote. No amendments can be made. If approved, the bill will then pass to the upper chamber of parliament, where the Conservatives do not have a majority. The entire process will take months to complete, and there is no target end date. House of Lords:  Once the bill passes to the unelected upper chamber of parliament, the House of Lords, Lords can put forward their own amendments, each of which will be discussed and decided on in turn. If the lords agree to any amendments, the bill passes back to the House of Commons for its approval. Ping Pong: If the bill passes back to the commons, they debate and vote on the lords  amendments. No new amendments can be introduced. In theory the bill can continue passing back and forth between the lords and commons until the final bill is agreed upon. Royal assent: Once the bill has been agreed by both houses of parliament, it is given royal assent, when the queen formally agrees to make the bill into an Act of Parliament. ",worldnews,"December 20, 2017 "
Red Cross Federation chief vows corruption crackdown,"GENEVA (Reuters) - The new president of the world s largest humanitarian network, the International Federation of Red Cross and Red Crescent Societies (IFRC), promised on Tuesday to crack down on corruption after a scandal over Ebola funds in West Africa. Francesco Rocca, who headed the Italian Red Cross and oversaw its role in the Mediterranean refugee crisis, was elected on Monday to lead the IFRC. He said the organization should have  zero tolerance for any grey area or black hole  and its 190 national societies should adopt  very strict  policies.   What has happened could jeopardize our credibility,  Rocca told Reuters. Last month the IFRC said it had uncovered fraud committed during its operations to combat the deadly Ebola virus outbreak in Guinea, Liberia and Sierra Leone in 2014-2016.  The estimated losses totaled 6 million Swiss francs, including suspected collusion between IFRC staff and bank employees in Sierra Leone, fake billing in Guinea and inflated prices and payments in Liberia.   It s a huge offense to our volunteers, who spend their lives and sacrifice their time (away from) their family, their friends, their free time, sometimes their job, to spend for humanity,  Rocca said.  Then someone is creating profit on their shoulders. It is something that is really unacceptable.  Rocca said other priorities for the organization included recruiting more volunteers to help cope with bigger and more frequent natural disasters, and persuading politicians to take the right decisions. Politicians were too concerned about the present and needed to think longer-term to solve big problems, Rocca said.  One such issue was the flow of migrants and refugees from Africa to Europe, thousands of whom die every year as they try to cross the Sahara and the Mediterranean.   If after 30 years people are still escaping for the same reason, perhaps we need to rethink how we have worked so far in that area of the world,  he said.     ",worldnews,"November 7, 2017 "
Oklahoma Supreme Court rules fee on cigarettes unconstitutional,"(Reuters) - Oklahoma’s Supreme Court declared a fee on cigarettes unconstitutional on Thursday, citing faulty lawmaking practices, prompting the state’s governor to suggest calling back the legislature to find a solution to replace the lost revenue. In a statement following the court’s decision, Republican Governor Mary Fallin said invalidating the fee would cause a $215 million budget shortfall. Most of the revenue created by the passage in May of the “cessation” fee - $1.50 per pack of cigarettes - was earmarked for health and human services agencies. “These agencies and the people they serve cannot sustain the kind of cuts that will occur if we do not find a solution,” Fallin said. “My belief is we will have to come into special session to address this issue.” The court called the fee a “revenue raising measure” that was passed in violation of the state’s legislative process that requires that such measures cannot be passed in the last five days of a session. The measure also did not garner either a required supermajority vote in favor, or a vote by the people to pass. Lawmakers were attempting to fill an $878 million shortfall.  A special session would cost the state an additional $30,000 per day, according to a statement released Thursday by the House Democratic Caucus. Petitioners, which included both tobacco and wholesale distribution companies, argued that the fee was a revenue-raising measure. Attorneys representing the state said the principle purpose of the fee was not to raise revenue, saying that it primarily aimed at reducing smoking rates, and therefore did not have to follow the constitutional process. Oklahoma has a balanced budget requirement. Its fiscal-year 2018 budget totaled about $6.8 billion, according to Michael McNutt, a spokesman for Fallin. The yield on Oklahoma 10-year general obligation bonds traded 20 basis points over the benchmark Thomson Reuters Municipal Market Data AAA yield scale on Wednesday, according to the data available. The yield was little changed from the end of May, when the state’s legislative session ended. ",politicsNews,"August 10, 2017 "
Trump tweets he raised $13 million in 24 hours in online donations,"WASHINGTON (Reuters) - Republican Party presidential candidate Donald Trump tweeted on Tuesday that he raised $13 million in 24 hours from online donations.  Trump, who has struggled to convince traditional Republican donors to back his campaign, has turned to online donations from supporters to fund his campaign for the Nov. 8 election. In August, Trump raised $90 million, trailing Democratic Party candidate Hillary Clinton, who raised $143 million in the same month. ",politicsNews,"September 27, 2016 "
Congressional office to release House healthcare bill analysis May 24,"WASHINGTON (Reuters) - The Congressional Budget Office expects to release its analysis of the U.S. House of Representatives’ healthcare overhaul legislation on May 24, the agency said in a statement on Friday. The Republican-led House passed its bill earlier this month without a final CBO analysis, or “score,” on how the measure would impact the U.S. budget or affect health insurance coverage.  ",politicsNews,"May 19, 2017 "
New Interior head lifts lead ammunition ban in nod to hunters,"WASHINGTON (Reuters) - New U.S. Interior Secretary Ryan Zinke on Thursday issued an order overturning an Obama administration ban on the controversial use of lead ammunition and fishing tackle used on federal lands and waters, in a nod to hunters and fishermen on his first day on the job. Zinke, who was a first-term Montana Congressman and a former Navy SEAL, arrived for his first day at work at the Interior Department in Washington on a horse named Tonto escorted by mounted U.S. Park Police officers. Zinke, an avid angler and hunter, lifted the lead ammunition ban in one of two secretarial orders, which he said were meant to “expand access to public lands and increase hunting, fishing, and recreation opportunities nationwide.” President Barack Obama’s Fish and Wildlife Service had issued the lead ban on Jan. 19, one day before the inauguration of President Donald Trump, to protect birds and fish from lead poisoning. The move was met with sharp criticism from the National Rifle Association (NRA), which called it Obama’s “final assault on gun owners’ and sportsmen’s rights.”  The Interior Department, which is in charge of conserving fish, wildlife and their habitat, manages one-fifth of the land in the United States. It employs more than 70,000 people across the United States.        Zinke also signed an order on Thursday that would direct federal agencies to identify areas where recreation and fishing can be expanded and sought recommendations for expanding access to public lands and improving fishing and wildlife habitat. “This package of secretarial orders will expand access for outdoor enthusiasts and also make sure the community’s voice is heard,” he said. The NRA, as well as hunting and fishing groups including the Congressional Sportsmen’s Foundation, National Shooting Sports Foundation, Ducks Unlimited and the Theodore Roosevelt Conservation Partnership attended the signing of the orders. Zinke said that fishing, hunting, and other outdoor recreation activities “generate thousands of jobs and billions of dollars in economic activity.” ",politicsNews,"March 2, 2017 "
"U.N. extends Syria round to Dec. 15, presidency not yet on table","GENEVA (Reuters) - The United Nations said on Thursday that it was extending a round of Syria talks in Geneva until Dec. 15 aimed at shaping a political solution to end the war, but that the presidency had not yet been discussed. U.N. mediator Staffan de Mistura said that the talks would focus in particular on a new constitution and U.N.-supervised parliamentary and presidential elections, as well as on 12 core principles that he declined to enumerate.  We have not discussed the issue of the presidency. We have been discussing the 12 principles. You will see they are of a broad nature but they have an impact on everything in the future constitution,  he told a news conference.  These are essential because they do refer to what could be a shared vision of the kind of Syria that the Syrians want to live in,  he said. Syria s opposition has always said that President Bashar al-Assad must step down, but his negotiators have refused to discuss the issue, and his recent successes on the battlefield have strengthened his hand.  I want to believe that that issue should come up from the Syrians through U.N.-supervised elections,  de Mistura said. With more than two weeks ahead, the round was effectively just beginning, he said, noting that the government negotiators had arrived late and might take a few days out to  consult and refresh  in Damascus before returning to Geneva around Tuesday. On Thursday he began shuttling between the two sides, installed in separate rooms off the same corridor, but he said having contact in person was less important than meeting on the substance, and the atmosphere was  professional and serious  on both sides. He said the talks had solid diplomatic backing, with recent support from Russian President Vladimir Putin, U.S. President Donald Trump, and Assad, as well as a telephone call from U.S. Secretary of State Rex Tillerson at the start of the round. The defeat of Islamic State in its main strongholds in Syria had also produced  a moment of truth .   All this takes place against quite a backdrop. It s just not a normal round of talks,  de Mistura said.   Have you seen how people are talking to each other, how those who were involved in the conflict for the first time are taking positions that are in the direction of a political dialogue?  And for the first time in eight rounds of Syria talks presided over by de Mistura, the opposition is represented by a unified negotiating team, raising the possibility of direct talks between the two sides. ",worldnews,"November 30, 2017 "
